Id,SalePrice
1461,537045.42
1462,541957.71
1463,605912.19
1464,617381.06
1465,552375.45
1466,571571.11
1467,547998.75
1468,578387.28
1469,535044.52
1470,528046.96
1471,554584.74
1472,599245.54
1473,605593.11
1474,624789.48
1475,504411.72
1476,578201.41
1477,519128.15
1478,548090.64
1479,554414.73
1480,552108.51
1481,617939.54
1482,549245.75
1483,507030.25
1484,549008.62
1485,613103.67
1486,571407.35
1487,580631.78
1488,503638.44
1489,511412.45
1490,550483.81
1491,580595.58
1492,489298.95
1493,559310.55
1494,626583.53
1495,616062.86
1496,553626.54
1497,576352.66
1498,637363.37
1499,631377.43
1500,623229.43
1501,632386.29
1502,625318.71
1503,532325.79
1504,615653.88
1505,545339.66
1506,554817.64
1507,629512.66
1508,634972.05
1509,616810.68
1510,545257.99
1511,538650.84
1512,566345.49
1513,576086.4
1514,384687.67
1515,627370.64
1516,626681.56
1517,535822.1
1518,499073.04
1519,540399.51
1520,545947.14
1521,543402.37
1522,542886.86
1523,568626.8
1524,542425.12
1525,541571.86
1526,540562.62
1527,497751.42
1528,604996.95
1529,539337.85
1530,544058.22
1531,597871.24
1532,366695.86
1533,541770.81
1534,569697.68
1535,607846.06
1536,612063.35
1537,485395.09
1538,569375.86
1539,577536.43
1540,465995.22
1541,605873.96
1542,601429.92
1543,604240.91
1544,529021.86
1545,599905.1
1546,612294.74
1547,610382.16
1548,598294.8
1549,599798.23
1550,618812.8
1551,536267.31
1552,560748.65
1553,439931.31
1554,563861.7
1555,552630.4
1556,560415.95
1557,500985.36
1558,596231.2
1559,496723.68
1560,616389.99
1561,376212.73
1562,542526.22
1563,534952.91
1564,538369.73
1565,591766.52
1566,538826.39
1567,489032.09
1568,624096.17
1569,620455.71
1570,534992.08
1571,529092.41
1572,538570.4
1573,540606.04
1574,507930.96
1575,532762.05
1576,619610.21
1577,552017.82
1578,587889.15
1579,535428.96
1580,623745.45
1581,532892.24
1582,530560.23
1583,551866.28
1584,573134.74
1585,537751.69
1586,474224.13
1587,485603.49
1588,533718.65
1589,561016.62
1590,539884.77
1591,329310.71
1592,536257.04
1593,539602.42
1594,431458.97
1595,454992.65
1596,605167.0
1597,622407.27
1598,623624.63
1599,531460.05
1600,546910.11
1601,537529.87
1602,601325.6
1603,505779.74
1604,555462.78
1605,620887.14
1606,550655.82
1607,506608.22
1608,547892.7
1609,511229.44
1610,569500.39
1611,529072.97
1612,505079.59
1613,496816.6
1614,539668.4
1615,488073.54
1616,448119.22
1617,613709.25
1618,540930.89
1619,532322.92
1620,567231.41
1621,599440.99
1622,619748.58
1623,552182.8
1624,618938.82
1625,542406.8
1626,553249.21
1627,616777.3
1628,619674.43
1629,617579.6
1630,553626.54
1631,551581.06
1632,549600.89
1633,612704.13
1634,621038.82
1635,624340.63
1636,509064.43
1637,620276.23
1638,572888.12
1639,546833.05
1640,625896.35
1641,551348.27
1642,634802.6
1643,579337.82
1644,615173.64
1645,560286.88
1646,556450.76
1647,551018.71
1648,501119.06
1649,545479.71
1650,538519.18
1651,543526.94
1652,605593.11
1653,606693.11
1654,624941.16
1655,554634.12
1656,631560.74
1657,621959.48
1658,620594.42
1659,535645.22
1660,534644.97
1661,618613.7
1662,620580.9
1663,551426.88
1664,553091.65
1665,517944.04
1666,553910.86
1667,619413.6
1668,553075.01
1669,549245.75
1670,550783.6
1671,549176.13
1672,543937.0
1673,574444.95
1674,511143.54
1675,549245.75
1676,549245.75
1677,548361.02
1678,553810.01
1679,551725.63
1680,549922.99
1681,515906.8
1682,548507.05
1683,513422.15
1684,564876.47
1685,573807.35
1686,546996.04
1687,573797.91
1688,574444.95
1689,565707.35
1690,622385.1
1691,615653.88
1692,621051.67
1693,625312.92
1694,623745.45
1695,573803.47
1696,614951.25
1697,573029.69
1698,619607.86
1699,552945.77
1700,614674.43
1701,616762.86
1702,514332.71
1703,510591.89
1704,551002.55
1705,551512.32
1706,550958.56
1707,513090.7
1708,507494.34
1709,510266.86
1710,550117.82
1711,616120.33
1712,512794.91
1713,545339.66
1714,557862.98
1715,624053.71
1716,501882.8
1717,537620.47
1718,341300.24
1719,577062.59
1720,552310.82
1721,496688.37
1722,341300.24
1723,550805.7
1724,516594.04
1725,623386.0
1726,625770.92
1727,513511.19
1728,616990.74
1729,627565.27
1730,552822.14
1731,538240.33
1732,540292.75
1733,543051.79
1734,547974.67
1735,540023.49
1736,544806.36
1737,543591.48
1738,616065.39
1739,583466.65
1740,516539.65
1741,540328.28
1742,632386.29
1743,634255.62
1744,554853.04
1745,537996.68
1746,584266.35
1747,626109.05
1748,589541.63
1749,551624.78
1750,528716.78
1751,604567.02
1752,537543.41
1753,497995.68
1754,630984.16
1755,551533.19
1756,540748.99
1757,542506.8
1758,532128.06
1759,554253.77
1760,532420.87
1761,539200.17
1762,621340.74
1763,536420.53
1764,531936.33
1765,530895.89
1766,556848.62
1767,559805.69
1768,536748.88
1769,543579.71
1770,555428.49
1771,538609.66
1772,540835.69
1773,537617.76
1774,508025.23
1775,546168.9
1776,544762.58
1777,542290.18
1778,532470.71
1779,475203.31
1780,617135.09
1781,537277.68
1782,501003.99
1783,568140.3
1784,570406.17
1785,498512.71
1786,505018.11
1787,573314.35
1788,338010.56
1789,494046.82
1790,498981.57
1791,584691.43
1792,543609.72
1793,534102.18
1794,542072.04
1795,546164.65
1796,501320.97
1797,608047.32
1798,500792.62
1799,538970.22
1800,541854.12
1801,584553.28
1802,534048.18
1803,571822.29
1804,542580.63
1805,537945.13
1806,554716.98
1807,625069.52
1808,555138.16
1809,456139.92
1810,596598.41
1811,465214.24
1812,443662.22
1813,596829.49
1814,497947.83
1815,469681.4
1816,495084.72
1817,573617.08
1818,590058.34
1819,573345.43
1820,342900.41
1821,505199.47
1822,562465.35
1823,342660.74
1824,495659.22
1825,575047.89
1826,611715.64
1827,492586.21
1828,608512.94
1829,539543.41
1830,579934.56
1831,572211.33
1832,462551.91
1833,618459.31
1834,569087.55
1835,502979.58
1836,569420.23
1837,376574.61
1838,613276.11
1839,496928.1
1840,376172.88
1841,554640.46
1842,579075.23
1843,534574.05
1844,530321.48
1845,571275.36
1846,534175.03
1847,497958.27
1848,316634.44
1849,475959.93
1850,540905.17
1851,616069.72
1852,525864.84
1853,554822.08
1854,536314.82
1855,541447.73
1856,602852.42
1857,532868.28
1858,533375.21
1859,473624.76
1860,536739.14
1861,474254.76
1862,616864.74
1863,616864.74
1864,616864.74
1865,539436.51
1866,550714.12
1867,503399.97
1868,551512.32
1869,547677.04
1870,549694.29
1871,547979.18
1872,573807.35
1873,622368.99
1874,539370.08
1875,552023.36
1876,616266.17
1877,549277.88
1878,551051.3
1879,533689.68
1880,541025.78
1881,548754.08
1882,576416.97
1883,581237.82
1884,574566.42
1885,551457.05
1886,547863.08
1887,551200.96
1888,552727.77
1889,571039.18
1890,526495.93
1891,537925.01
1892,531937.37
1893,539057.31
1894,344738.31
1895,536987.54
1896,597579.45
1897,610648.06
1898,559415.37
1899,492811.94
1900,560102.54
1901,607196.06
1902,531259.32
1903,617726.08
1904,529180.64
1905,564776.92
1906,624775.83
1907,539009.92
1908,561127.98
1909,609894.6
1910,555235.12
1911,618220.27
1912,551369.15
1913,581522.11
1914,496149.79
1915,552239.56
1916,471616.05
1917,622977.6
1918,526657.64
1919,538515.34
1920,549364.1
1921,554218.13
1922,558717.54
1923,628724.34
1924,555849.32
1925,573842.38
1926,554973.69
1927,527549.06
1928,552917.64
1929,528147.75
1930,535325.51
1931,539173.6
1932,609540.99
1933,603868.14
1934,623745.45
1935,616266.17
1936,622879.05
1937,616654.16
1938,549853.35
1939,540101.08
1940,507390.24
1941,579598.07
1942,626772.92
1943,548622.76
1944,617872.68
1945,555379.23
1946,497624.03
1947,553003.31
1948,514437.56
1949,545144.84
1950,555195.76
1951,558748.63
1952,554339.42
1953,545968.79
1954,577202.14
1955,607943.96
1956,623247.1
1957,505285.05
1958,618922.68
1959,584884.32
1960,541759.64
1961,543272.43
1962,598938.11
1963,599225.35
1964,623033.17
1965,631454.31
1966,553963.48
1967,550420.93
1968,553658.91
1969,551997.55
1970,620148.11
1971,631794.11
1972,629134.72
1973,621147.13
1974,614607.57
1975,553072.67
1976,547794.29
1977,624988.05
1978,575948.65
1979,554003.97
1980,551587.0
1981,554650.73
1982,553224.88
1983,553224.88
1984,596033.22
1985,549591.82
1986,548090.64
1987,511542.46
1988,577290.6
1989,571407.35
1990,574444.95
1991,547416.26
1992,616724.68
1993,571507.5
1994,618787.24
1995,580334.35
1996,581524.52
1997,583194.39
1998,548262.61
1999,616734.13
2000,582014.91
2001,622177.86
2002,550603.86
2003,575950.55
2004,619188.33
2005,551790.73
2006,545959.81
2007,508050.44
2008,549550.52
2009,620724.17
2010,584015.06
2011,367442.96
2012,509122.44
