Id,SalePrice
1461,165001.56978717944
1462,165016.9332274488
1463,165023.185496655
1464,164989.33008984858
1465,164951.6866312457
1466,164989.34696396813
1467,164971.5083778475
1468,164974.9315416466
1469,164991.08552485693
1470,164973.2171123911
1471,164957.22384249078
1472,164937.13575434018
1473,164937.38242674692
1474,164939.95872856645
1475,164938.4637690571
1476,165019.2042501501
1477,165016.78843638382
1478,165005.86635531022
1479,165028.3056024196
1480,165034.4425035133
1481,165025.7341548672
1482,164966.3383740394
1483,165053.3269459915
1484,164942.8197902205
1485,165016.62662073603
1486,164977.53002644263
1487,165051.9375376728
1488,164983.01005259212
1489,164982.32802739847
1490,164994.26416525102
1491,165006.7543946179
1492,164985.47317988568
1493,165035.03362518726
1494,165020.10915670797
1495,165003.1285210349
1496,164951.96123620463
1497,164944.89623815077
1498,164941.82487535602
1499,164939.63213907686
1500,164939.82549670024
1501,164942.75332240266
1502,164938.88016732928
1503,165016.15356503858
1504,164968.70392776348
1505,164973.64660793255
1506,164996.7029334963
1507,165000.64706149136
1508,165056.32335372857
1509,164985.57213562966
1510,164985.49614891806
1511,164987.87941020876
1512,164987.88721443526
1513,164994.60076680433
1514,165020.02819006823
1515,164990.70788597057
1516,165047.54105960214
1517,165000.4032642952
1518,164976.66916943138
1519,164975.40034319376
1520,164971.58649285283
1521,164995.083192717
1522,164990.622299003
1523,164974.31092417685
1524,164995.82981185938
1525,164995.20550892275
1526,165018.96829679052
1527,164969.06188472596
1528,164971.20163369796
1529,164968.42993501664
1530,164987.7796687207
1531,164951.25872125805
1532,164946.74801603143
1533,164956.21208115094
1534,164962.4990214052
1535,165006.1056597918
1536,164973.2435346
1537,164983.583689454
1538,164985.7572482645
1539,164982.0567028181
1540,164982.9731994109
1541,164993.6786899377
1542,164956.71552321658
1543,164972.68779617004
1544,164948.7983207244
1545,164955.41113528123
1546,164955.81536425426
1547,164959.2812369489
1548,164956.757650969
1549,164956.96876574785
1550,164959.10562214395
1551,164957.17724279448
1552,164974.58038780617
1553,165014.46185595606
1554,164941.5707871484
1555,165035.44388205922
1556,164993.00775399024
1557,164988.07729001928
1558,164954.7805347866
1559,164960.9856743693
1560,164958.18401221102
1561,164999.02607421175
1562,164968.02179604393
1563,164968.42632281824
1564,164968.278841059
1565,164999.07950366315
1566,165059.7413120018
1567,164979.5779469118
1568,165047.75091429104
1569,165053.4644223172
1570,165000.00909561012
1571,164982.55322871517
1572,164984.33432312834
1573,165049.15901523613
1574,165000.06151576532
1575,165007.8448364597
1576,165011.79762908167
1577,164967.22760616385
1578,165025.3375386694
1579,164997.10065755408
1580,164983.89132640592
1581,165031.85588275854
1582,164965.87497733804
1583,164997.31973795104
1584,164986.33514201627
1585,164946.50779436342
1586,164973.59841737963
1587,164976.09534645925
1588,164989.00250652106
1589,165003.46608192014
1590,164958.29083503314
1591,164958.3767690014
1592,164950.45799996736
1593,164968.92520161148
1594,164968.0554054267
1595,164987.89074522493
1596,164996.58234480693
1597,165038.74488764635
1598,165057.15772454187
1599,164944.93231729057
1600,164945.93267530308
1601,164969.07559331218
1602,164979.7255964541
1603,164975.6804785456
1604,164947.90424399343
1605,165000.44381472695
1606,164985.87135742643
1607,165018.10263578338
1608,165006.79745164159
1609,164987.27617220275
1610,164985.96762347696
1611,165033.8074884486
1612,164991.41062275614
1613,165006.67558859356
1614,164939.21828832827
1615,164936.83527873483
1616,164937.5975630805
1617,164937.64812215944
1618,164961.8300410494
1619,165011.9511721597
1620,164974.0646817327
1621,164991.94255297445
1622,164993.59503092812
1623,164990.88605022253
1624,165017.06019516574
1625,165013.62219988453
1626,164992.13637488926
1627,164991.14465952723
1628,165008.20657631042
1629,164974.5746489912
1630,164974.10227395495
1631,164968.55171264813
1632,164974.78664475316
1633,164978.16445429935
1634,164968.65203721766
1635,164978.23096078297
1636,164966.03265764797
1637,165008.21068039618
1638,165019.76839363118
1639,164999.39257637534
1640,165014.76888165774
1641,165000.15417946278
1642,164965.80535018278
1643,164970.02118058538
1644,164977.07546891418
1645,164985.73358566265
1646,164989.59480428937
1647,164998.05558705394
1648,164970.4806486096
1649,164975.00227467043
1650,164962.67317809322
1651,164978.30842892634
1652,164937.16294137624
1653,164937.02530988588
1654,164940.30505893455
1655,164939.1728838339
1656,164940.20659446964
1657,164940.45229066888
1658,164940.29115736677
1659,164938.06405819164
1660,164994.19745014733
1661,165032.2898671386
1662,165015.37863178414
1663,165014.88618705905
1664,165028.83881222608
1665,165006.61318558315
1666,165047.13344906463
1667,165065.64538483706
1668,164995.78304436535
1669,164998.67167841943
1670,165023.3787109136
1671,165017.6922839091
1672,165039.73783009298
1673,165021.61612625167
1674,164988.94917162787
1675,164964.45600606393
1676,164952.65347087084
1677,164992.49819015
1678,165036.86333984527
1679,165038.58451882453
1680,164971.55604086292
1681,164962.43520398156
1682,165046.28115004016
1683,164945.4807829091
1684,164996.80202298076
1685,164979.2909297229
1686,164943.19869445
1687,164982.5278065257
1688,164972.49238211778
1689,164990.49469477395
1690,164979.67818353343
1691,164972.43536283172
1692,165016.45956227224
1693,164984.99714121263
1694,164975.3238333658
1695,164968.7377863964
1696,165041.4520976202
1697,164969.5166798527
1698,165018.7594271336
1699,164999.95637680747
1700,164983.7876198093
1701,165007.6744693793
1702,165003.0345219105
1703,164993.78042996654
1704,164993.3195919705
1705,164982.85127301732
1706,165006.60516091125
1707,164973.4307714378
1708,164978.6350150697
1709,165014.42659097153
1710,164969.67239232082
1711,164995.80236438467
1712,164977.19325337166
1713,164997.2482000381
1714,164979.79119465078
1715,164973.5641503514
1716,164985.6644352813
1717,164967.73434944876
1718,164967.4528357448
1719,164995.72241569206
1720,164991.75522705916
1721,165015.70114272804
1722,165015.15056707303
1723,165010.1398101104
1724,164968.6385075132
1725,165004.68609241725
1726,164970.1767442794
1727,164966.46758205205
1728,164980.76406981406
1729,164990.69642259937
1730,164973.7467673873
1731,164984.63136749394
1732,164974.23883585917
1733,164978.82903683215
1734,164981.62074994732
1735,164968.36918752574
1736,164963.12393146096
1737,165040.4379546924
1738,165007.57056529372
1739,164948.70185446466
1740,164949.0659653242
1741,164947.55729283
1742,164942.4454576659
